district_id,reservoir_name,pct_full,pct_normal,asof_date,granularity,notes,source_url
ap_alluri_sitharama_raju,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_anakapalli,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_anantapur,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_annamayya,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_bapatla,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_chittoor,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_east_godavari,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_eluru,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_guntur,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_kakinada,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_konaseema,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_krishna,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_kurnool,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_nandyal,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_ntr,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_palnadu,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_parvathipuram_manyam,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_prakasam,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_spsr_nellore,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_sri_sathya_sai,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_srikakulam,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_tirupati,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_visakhapatanam,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_vizianagaram,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_west_godavari,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ap_y_s_r,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_balod,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_baloda_bazar,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_balrampur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_bastar,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_bemetara,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_bijapur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_bilaspur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_dantewada,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_dhamtari,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_durg,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_gariyaband,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_gaurella_pendra_marwahi,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_janjgir_champa,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_jashpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_kabirdham,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_kanker,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_khairgarh_chhuikhadan_gandai,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_kondagaon,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_korba,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_korea,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_manendragarh_chirimiri_bharatpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_mohla_manpur_ambagarh_chouki,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_mungeli,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_narayanpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_raigarh,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_raipur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_rajnandgaon,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_sakti,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_sarangarh_bilaigarh,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_sukma,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_surajpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
cg_surguja,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_ahmadabad,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_amreli,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_anand,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_arvalli,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_bharuch,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_bhavnagar,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_botad,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_chhotaudepur,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_dang,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_devbhumi_dwarka,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_dohad,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_gandhinagar,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_gir_somnath,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_jamnagar,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_junagadh,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_kheda,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_mahesana,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_mahisagar,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_morbi,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_narmada,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_navsari,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_panch_mahals,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_patan,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_porbandar,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_rajkot,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_sabar_kantha,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_surat,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_surendranagar,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_tapi,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_vadodara,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
gj_valsad,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_bilaspur,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_chamba,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_hamirpur,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_kangra,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_kinnaur,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_kullu,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_lahul_and_spiti,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_mandi,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_shimla,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_sirmaur,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_solan,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
hp_una,,30.58,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Northern Region = HP+Punjab+Rajasthan),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_bokaro,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_chatra,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
